time_to_tca,miss_distance_km,risk_score,status,is_collision,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37
4320.0,0.7566637888330963,0.8,TEHLIKE,0,0.009027648975401223,0.04171577567202566,-0.012217214151291886,-0.013898502551612159,0.0009827218392409098,-0.04265707887691475,0.025825144549094327,-0.0075535508041237945,-0.018983704910239457,0.08470162880941437,-0.0209805239914754,-0.021579464337513912,0.03694547782391357,-0.04737193721885345,-0.042657441687623976,-0.0317834826708499,-0.0261091461306463,-0.055369774506089514,-0.0686985114466795,-0.055948870940629815,0.02667277383088787,-0.007788456894668907,0.0214985286049528,-0.025132143902186238,0.012638835018104564,0.0273074374175524,-0.03954301524138035,0.06593368031739558,0.049592988898092126,-0.05294238438094056,-0.01983034150444249,0.00902287694665713,0.05076822770167377
4260.0,0.7466637888330963,0.8026,TEHLIKE,0,-0.02893954292382708,0.004869697467166409,-0.015443445692984718,-0.006837488171979153,-0.059509182303395226,0.0017146055201699665,-0.044002577498798774,0.09051435716759237,0.003463273292302901,0.026072098731580035,-0.007321545486823861,0.03980352273191519,-0.006376492684027034,0.002108945465682829,0.003661321997986258,-0.0024686867896700636,0.03227238452962138,-0.008586798438571033,-0.009221733888711699,0.0014500982558541152,-0.008988924783496452,0.15807924608320287,-0.0063991727568387296,-0.037408981446711835,0.05459433342296338,-0.05610452012848704,0.039067337794029516,-0.00022821136296633855,-0.0011668766369753456,-0.042187400410605244,-0.01722625060019226,0.005720573093262504,-0.020127086272403474
4200.0,0.7366637888330962,0.8053,TEHLIKE,0,0.03546996128355117,0.029002886570589456,0.04640898644372638,0.003839768547769221,0.01402942463706271,0.04827178595246759,0.012255027030684151,0.07207904015518396,0.0731978578673619,-0.003060905357866206,0.08892802477593086,0.027226981062887082,0.07360036431929531,-0.027923064282247407,0.04014354859900287,-0.06713913030407272,0.004543276832559501,0.04940257304950145,-0.025307298235985404,0.005428559977569363,-0.03179826552577523,-0.0190220448269105,-0.015930628012514214,-0.021147018748187453,0.014254070987663237,-0.01653922446501036,0.016793903394489215,-0.014578591021668523,0.03949396127675112,-0.07969662605228107,-0.03526458715272587,0.02569442542923462,0.04918072941814393
4140.0,0.7266637888330962,0.8079,TEHLIKE,0,-0.07971984216787394,-0.06960618306384762,0.016678170858736425,0.0030416049242928266,0.013579151370711938,0.11919884426613497,-0.0033562641973453435,0.032548068753361206,-0.075044884964352,0.07398792944568182,0.010421426150608645,0.02596709005760329,0.042203317403024014,0.008074400424010862,-0.003026268185090999,0.08116666893771579,-0.0679432427722767,0.06712958394158966,0.0672657807333059,0.0962227621374067,-0.03535656522494677,-0.06255670153957937,0.02120703398845139,0.05231052226875106,0.06445430265348795,-0.06798594727420164,-0.06944874706651392,0.004963479709818006,0.01175111824162797,-0.07609830352456576,-0.027024440981319522,0.043197851428153175,0.0033944705627898123
4080.0,0.7166637888330963,0.8106,TEHLIKE,0,-0.09865143694293155,-0.13207988395886866,-0.015960471650158015,-0.003956948430225002,-0.05463162959558067,-0.007485430295096797,-0.033981254524348595,0.11128315665633232,0.021747621572156553,-0.014960494859288041,-0.02558823679541143,-0.03747371581468916,0.007180561366591287,0.027949028032710533,-0.003914929237746913,-0.013527352407340966,0.10876101977501712,-0.03543117652768586,-0.005694023656192602,0.07758553907917265,0.002759399717443682,-0.04236773469872662,0.03307589159226957,0.03850909115915593,0.06554127632446226,-0.04258398852034603,0.03568768437491672,-0.024210251148399906,0.023940490098723302,-0.00308149695487486,-0.05443725662874515,-0.05274706754104366,-0.008552244350183468
4020.0,0.7066637888330963,0.8132,TEHLIKE,0,0.044354565767074784,0.006289312718466199,0.03601798674483418,-0.021507837455996187,0.06834636212592725,-0.09924568697575686,-0.07230854019335546,0.03406841876602981,0.03412853949767229,0.024554644068550575,-0.0637989226682321,-0.06498651682736337,0.06660315668485871,-0.07132176725348054,-0.02507414111271147,0.06767497275747818,-0.034133200924895815,-0.06870831984630203,0.030972983247132397,-0.0099004444990622,-0.08846524981092245,-0.01012982132357539,-0.033336191485576046,0.08112885968168322,0.030480136574111902,-0.011255874996095995,0.01335558772376608,0.023348634001513022,-0.017621518530277016,-0.061780528850263965,0.06200558971614148,0.091744128557485,-0.056736956661678495
3960.0,0.6966637888330963,0.8158,TEHLIKE,0,-0.14239903187422928,0.0217587565714039,0.024230765180061287,-0.07610312631320419,-0.0094537990020769,0.05322834623989669,-0.07456420096497923,-0.05581659105539101,0.05091620378683155,-0.010177185854523409,-0.005397823712752979,0.01162686341222271,-0.0018654343575050525,-0.05379915687852778,-0.032879979063266174,0.0670890861716136,-0.030531347476171557,-0.09989195607131296,-0.056591054082048786,0.05951853966856527,-0.05442613641972044,-0.07473832461179959,-0.0048211841526273995,0.03167289273912857,0.046302619818831346,0.02429762025711897,-0.001714784122202514,0.14287274399495348,-0.008027133879337336,0.003922624651246625,-0.062328308238946806,0.0336834127052539,0.02135208339508786
3900.0,0.6866637888330963,0.8185,TEHLIKE,0,-0.09172615031967597,-0.020514122281163283,-0.06638918766939932,0.10275771417916309,0.006076915497732298,-0.05134328516496594,0.0492260072040183,0.04873675741944444,0.03884336374009343,0.06330228944048949,0.008729493084840995,-0.018513727591648613,-0.03639769242000496,0.0012759731036266853,-0.018921327763496303,0.06496079972671671,-0.08902449506148447,0.0628723146097185,-0.09882423412869112,0.013106797259408432,0.047355142587752946,0.02694100797932755,-0.0994547704378054,-0.07110948483022043,0.005314783756176243,0.06811873965558134,-0.09296004462800857,-0.04842366271755227,0.004953669919655008,0.002743436851396214,0.05006341400587029,0.09551619125740815,0.01133495912042317
3840.0,0.6766637888330963,0.8211,TEHLIKE,0,0.024051306698131672,-0.0016701220510149336,0.014397835623756834,-0.06103461570594168,0.07913810161850285,-0.08994540888569098,0.10500184654027059,0.08130610354688883,0.03538933043515832,0.014134821429737238,-0.06940404557254157,0.0013442318232958815,0.0006434738243207912,-0.04498686209067426,-0.000593680103133821,-0.014807802795951251,-0.021938932216403254,0.10258477085981613,-0.08074810490950236,-0.04767629569188536,-0.028098741581696125,-0.10471928535841415,0.05336651277915077,-0.07124307930273283,0.03879417594377221,-0.009620616550394574,0.14759466767356408,0.03530504246235406,0.01896389437782028,0.016235774570919518,-0.09837878201090705,0.013214527480713832,-0.03553275182869673
3780.0,0.6666637888330963,0.8238,TEHLIKE,0,-0.026763967568670045,-0.0024251737986852023,-0.03190518788527396,0.049644462521095,-0.033409468929318516,-0.009869524539284509,0.05016635189576647,-0.04542009431113278,-0.037871438203098226,-0.015198265486149491,-0.026326312848722527,-0.0418348910704957,-0.07314171449076547,0.0513313308246943,-0.028922405729956854,-0.04678537279870804,-0.03154148145870215,0.03539298763571994,0.009517920586591212,-0.005061020483144975,-0.037826324406981145,-0.020235131501557965,0.024716159060592713,-0.016135982923518363,-0.021870352111522363,-0.09086461459495594,-0.015270007514237325,0.03446037696024628,-0.03785221022323133,0.07009511555809232,0.01358972135716647,0.03180298655927451,-0.018107949787180427
